Retailer,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Total Sales,Sales Method
West Gear,2021-08-20,South,Oklahoma,Men'S Apparel,47,81,3807,Online
Kohl'S,2021-01-16,South,Oklahoma,Men'S Apparel,28,88,2464,Outlet
Kohl'S,2021-12-19,South,Oklahoma,Men'S Apparel,69,81,5589,Online
Foot Locker,2021-11-04,Northeast,Connecticut,Men'S Apparel,44,88,3872,Outlet
Kohl'S,2021-04-13,Midwest,Kansas,Women'S Apparel,29,81,2349,Online
Sports Direct,2021-12-06,Northeast,Rhode Island,Women'S Street Footwear,40,88,3520,Outlet
Kohl'S,2021-06-14,Midwest,Kansas,Women'S Street Footwear,37,81,2997,Online
Sports Direct,2021-01-17,Northeast,Rhode Island,Men'S Athletic Footwear,28,88,2464,Outlet
Foot Locker,2021-12-12,Midwest,Kansas,Men'S Apparel,64,81,5184,Online
Sports Direct,2021-07-13,Northeast,Massachusetts,Women'S Street Footwear,32,88,2816,Outlet
Foot Locker,2021-07-11,Midwest,South Dakota,Men'S Athletic Footwear,44,81,3564,Online
Sports Direct,2021-09-13,Northeast,Massachusetts,Men'S Athletic Footwear,35,88,3080,Outlet
West Gear,2021-11-10,Midwest,Indiana,Women'S Street Footwear,32,81,2592,Online
West Gear,2021-03-16,Northeast,West Virginia,Women'S Apparel,29,81,2349,Online
Amazon,2021-08-22,Southeast,Kentucky,Men'S Athletic Footwear,41,91,3731,Online
West Gear,2021-06-17,Northeast,West Virginia,Women'S Street Footwear,33,81,2673,Online
Sports Direct,2021-08-21,Northeast,Maryland,Women'S Apparel,53,81,4293,Online
Walmart,2021-10-21,South,Arkansas,Men'S Apparel,27,83,2241,Online
Foot Locker,2021-01-17,Northeast,Maryland,Men'S Athletic Footwear,38,81,3078,Online
Foot Locker,2021-02-18,South,Mississippi,Women'S Athletic Footwear,25,91,2275,Online
Foot Locker,2021-01-17,Northeast,Maryland,Women'S Apparel,36,81,2916,Online
Foot Locker,2021-05-13,Northeast,Delaware,Women'S Street Footwear,41,81,3321,Online
Walmart,2021-05-19,South,Arkansas,Women'S Street Footwear,34,91,3094,Online
Kohl'S,2021-07-06,Northeast,New Jersey,Women'S Street Footwear,37,81,2997,Online
Kohl'S,2021-06-14,Midwest,Kansas,Men'S Apparel,54,83,4482,Online
Sports Direct,2021-01-07,Northeast,New Jersey,Women'S Apparel,37,81,2997,Online
Foot Locker,2021-11-13,Midwest,Kansas,Women'S Athletic Footwear,54,83,4482,Online
Sports Direct,2021-07-03,Northeast,Connecticut,Women'S Street Footwear,44,81,3564,Online
Foot Locker,2021-01-12,Midwest,Kansas,Women'S Street Footwear,27,83,2241,Online
Sports Direct,2021-07-03,Northeast,Connecticut,Men'S Apparel,53,81,4293,Online
West Gear,2021-12-05,Midwest,Iowa,Women'S Street Footwear,47,83,3901,Online
Foot Locker,2021-05-06,Northeast,Rhode Island,Women'S Apparel,52,81,4212,Online
West Gear,2021-10-10,Midwest,Indiana,Women'S Apparel,48,83,3984,Online
Foot Locker,2021-07-06,Northeast,Rhode Island,Men'S Athletic Footwear,41,81,3321,Online
West Gear,2021-11-10,Midwest,Indiana,Women'S Athletic Footwear,34,83,2822,Online
Amazon,2021-06-12,Northeast,Vermont,Women'S Street Footwear,45,81,3645,Online
Amazon,2021-06-12,Northeast,Vermont,Men'S Apparel,58,81,4698,Online
West Gear,2021-10-12,Northeast,Vermont,Women'S Apparel,71,81,5751,Online
West Gear,2021-11-11,Northeast,Vermont,Men'S Athletic Footwear,55,81,4455,Online
Amazon,2021-12-10,Northeast,Vermont,Women'S Athletic Footwear,56,81,4536,Online
West Gear,2021-11-20,South,Arkansas,Men'S Apparel,69,91,6279,Online
Amazon,2021-12-10,Northeast,Vermont,Men'S Apparel,67,81,5427,Online
Amazon,2021-01-21,Northeast,Vermont,Women'S Street Footwear,38,81,3078,Online
Amazon,2021-03-17,Northeast,New Hampshire,Men'S Athletic Footwear,36,88,3168,Outlet
West Gear,2021-02-21,South,Arkansas,Women'S Street Footwear,15,91,1365,Online
West Gear,2021-09-19,South,Oklahoma,Women'S Apparel,28,91,2548,Online
Kohl'S,2021-10-21,South,Oklahoma,Women'S Apparel,29,91,2639,Online
Foot Locker,2021-10-19,Northeast,New Hampshire,Women'S Apparel,72,81,5832,Online
Foot Locker,2021-11-18,Northeast,New Hampshire,Men'S Apparel,71,81,5751,Online
Kohl'S,2021-11-20,South,Oklahoma,Women'S Street Footwear,19,81,1539,Outlet
Foot Locker,2021-12-10,Northeast,Pennsylvania,Men'S Athletic Footwear,48,80,3840,Online
Foot Locker,2021-07-03,Midwest,Nebraska,Men'S Athletic Footwear,42,80,3360,Online
Foot Locker,2021-05-11,West,Hawaii,Women'S Athletic Footwear,52,80,4160,Online
Amazon,2021-08-18,Northeast,New Hampshire,Women'S Athletic Footwear,42,88,3696,Outlet
Kohl'S,2021-01-16,South,Oklahoma,Men'S Athletic Footwear,23,91,2093,Online
West Gear,2020-01-05,Northeast,Pennsylvania,Women'S Athletic Footwear,43,87,3741,Online
Kohl'S,2021-07-12,Midwest,Kansas,Men'S Apparel,56,91,5096,Online
Foot Locker,2021-11-18,Midwest,Missouri,Women'S Street Footwear,23,80,1840,Online
Kohl'S,2021-09-12,Midwest,Kansas,Men'S Athletic Footwear,38,91,3458,Online
Sports Direct,2021-06-09,Midwest,North Dakota,Women'S Apparel,51,91,4641,Online
West Gear,2021-12-05,Midwest,Iowa,Men'S Athletic Footwear,47,91,4277,Online
West Gear,2021-05-11,Midwest,Indiana,Women'S Apparel,53,91,4823,Online
West Gear,2021-06-10,Midwest,Indiana,Women'S Apparel,56,91,5096,Online
Foot Locker,2021-11-17,Northeast,West Virginia,Men'S Apparel,62,78,4836,Online
Foot Locker,2021-04-14,Northeast,Delaware,Women'S Apparel,38,78,2964,Online
West Gear,2021-08-10,Midwest,Indiana,Women'S Apparel,54,91,4914,Online
Kohl'S,2021-10-15,Northeast,Delaware,Women'S Apparel,63,78,4914,Online
West Gear,2021-11-10,Midwest,Indiana,Women'S Apparel,61,91,5551,Online
Foot Locker,2021-12-03,Northeast,Connecticut,Men'S Apparel,60,78,4680,Online
West Gear,2021-03-16,Northeast,West Virginia,Women'S Street Footwear,19,91,1729,Online
West Gear,2021-09-18,Northeast,West Virginia,Men'S Athletic Footwear,29,91,2639,Online
Sports Direct,2021-12-06,Northeast,Rhode Island,Men'S Athletic Footwear,45,78,3510,Online
Amazon,2021-09-10,Northeast,Vermont,Women'S Apparel,59,78,4602,Online
Amazon,2021-05-17,Northeast,New Hampshire,Men'S Apparel,63,78,4914,Online
Foot Locker,2021-11-17,Northeast,West Virginia,Women'S Athletic Footwear,38,91,3458,Online
Foot Locker,2021-01-24,Northeast,New Hampshire,Women'S Apparel,54,78,4212,Online
Foot Locker,2021-01-17,Northeast,Maryland,Women'S Street Footwear,29,91,2639,Online
Foot Locker,2021-11-20,Northeast,Pennsylvania,Women'S Apparel,51,78,3978,Outlet
Sports Direct,2021-08-21,Northeast,Maryland,Men'S Athletic Footwear,41,83,3403,Online
Walmart,2021-09-18,Southeast,Florida,Women'S Athletic Footwear,44,78,3432,Outlet
Sports Direct,2021-12-06,Northeast,New Jersey,Women'S Athletic Footwear,47,83,3901,Online
Foot Locker,2021-03-23,Southeast,Virginia,Women'S Athletic Footwear,38,78,2964,Outlet
Kohl'S,2021-12-13,Northeast,Delaware,Men'S Apparel,61,91,5551,Online
Foot Locker,2021-09-25,Southeast,Virginia,Women'S Street Footwear,34,78,2652,Outlet
Sports Direct,2021-11-07,Northeast,New Jersey,Women'S Apparel,59,91,5369,Online
West Gear,2021-01-17,West,Oregon,Women'S Athletic Footwear,34,78,2652,Outlet
Sports Direct,2021-12-06,Northeast,New Jersey,Women'S Street Footwear,49,91,4459,Online
Foot Locker,2021-04-23,West,Arizona,Women'S Athletic Footwear,40,78,3120,Outlet
Kohl'S,2021-05-27,West,New Mexico,Men'S Apparel,45,78,3510,Outlet
Foot Locker,2021-08-07,Northeast,Rhode Island,Men'S Athletic Footwear,42,91,3822,Online
Sports Direct,2021-03-12,Southeast,Georgia,Women'S Athletic Footwear,38,78,2964,Outlet
Sports Direct,2021-08-14,Northeast,Massachusetts,Women'S Apparel,58,91,5278,Online
Walmart,2021-02-21,South,Arkansas,Women'S Athletic Footwear,15,78,1170,Outlet
Amazon,2021-01-14,Northeast,Massachusetts,Women'S Street Footwear,32,91,2912,Online
West Gear,2021-03-19,South,Oklahoma,Men'S Athletic Footwear,15,78,1170,Outlet
Sports Direct,2021-12-11,Midwest,South Dakota,Men'S Athletic Footwear,45,75,3375,Online
West Gear,2021-09-19,South,Oklahoma,Men'S Apparel,20,78,1560,Outlet
Foot Locker,2021-07-06,Northeast,Rhode Island,Women'S Street Footwear,27,78,2106,Outlet
Sports Direct,2021-12-11,Midwest,South Dakota,Women'S Apparel,64,75,4800,Online
Amazon,2021-11-14,Northeast,Massachusetts,Men'S Apparel,50,78,3900,Outlet
Sports Direct,2021-05-10,Midwest,North Dakota,Women'S Apparel,52,75,3900,Online
Amazon,2021-09-17,Northeast,New Hampshire,Women'S Street Footwear,43,78,3354,Outlet
Foot Locker,2021-12-08,Midwest,North Dakota,Men'S Athletic Footwear,46,75,3450,Online
Foot Locker,2021-06-01,West,California,Men'S Athletic Footwear,41,77,3157,Online
Foot Locker,2021-01-06,Midwest,North Dakota,Women'S Apparel,28,75,2100,Online
Foot Locker,2021-06-11,Midwest,Illinois,Women'S Apparel,43,77,3311,Online
Kohl'S,2021-01-26,West,Arizona,Men'S Apparel,45,80,3600,Online
Foot Locker,2020-12-23,Midwest,Minnesota,Men'S Athletic Footwear,42,77,3234,Online
Amazon,2021-01-21,Northeast,Vermont,Men'S Athletic Footwear,45,91,4095,Online
Foot Locker,2020-12-27,Midwest,Minnesota,Women'S Apparel,54,77,4158,Online
Amazon,2021-08-22,Southeast,Kentucky,Women'S Street Footwear,36,80,2880,Online
Foot Locker,2021-10-06,Midwest,Iowa,Men'S Athletic Footwear,32,75,2400,Online
Amazon,2021-06-19,Northeast,New Hampshire,Women'S Athletic Footwear,52,91,4732,Online
Kohl'S,2021-01-01,Midwest,Montana,Men'S Apparel,47,77,3619,Online
Foot Locker,2021-11-22,Southeast,Kentucky,Women'S Apparel,66,80,5280,Online
Foot Locker,2021-06-01,West,California,Men'S Athletic Footwear,31,91,2821,Outlet
West Gear,2021-11-03,Midwest,Wisconsin,Women'S Apparel,61,75,4575,Online
Amazon,2021-11-12,Northeast,Maine,Men'S Athletic Footwear,48,77,3696,Online
Foot Locker,2021-03-16,South,Mississippi,Women'S Athletic Footwear,19,80,1520,Online
West Gear,2021-02-10,Midwest,Indiana,Women'S Apparel,19,75,1425,Online
Amazon,2021-02-22,West,Alaska,Women'S Street Footwear,43,77,3311,Online
West Gear,2021-11-10,Midwest,Indiana,Men'S Apparel,55,75,4125,Online
Foot Locker,2021-12-10,Northeast,Pennsylvania,Men'S Athletic Footwear,40,91,3640,Outlet
Amazon,2021-10-22,West,Alaska,Men'S Athletic Footwear,60,77,4620,Online
West Gear,2021-01-17,Midwest,Indiana,Men'S Athletic Footwear,32,75,2400,Online
West Gear,2021-01-23,South,Arkansas,Men'S Apparel,33,80,2640,Online
West Gear,2021-04-17,South,Louisiana,Women'S Athletic Footwear,27,91,2457,Outlet
Sports Direct,2021-01-17,West,Hawaii,Women'S Athletic Footwear,47,77,3619,Online
West Gear,2021-02-21,South,Arkansas,Men'S Athletic Footwear,23,80,1840,Online
West Gear,2021-04-05,West,Idaho,Men'S Apparel,27,91,2457,Outlet
Foot Locker,2021-01-18,Midwest,Michigan,Women'S Athletic Footwear,24,77,1848,Online
Foot Locker,2021-09-19,Midwest,Missouri,Men'S Apparel,23,77,1771,Online
West Gear,2021-03-19,South,Oklahoma,Women'S Street Footwear,9,80,720,Online
West Gear,2021-09-18,South,Louisiana,Men'S Apparel,51,77,3927,Online
Kohl'S,2021-06-14,Midwest,Kansas,Women'S Athletic Footwear,38,80,3040,Online
Foot Locker,2021-01-23,West,Idaho,Women'S Athletic Footwear,38,77,2926,Online
Foot Locker,2021-01-12,Midwest,Kansas,Men'S Athletic Footwear,37,80,2960,Online
West Gear,2021-01-17,Midwest,Indiana,Women'S Apparel,34,75,2550,Online
Amazon,2021-06-22,Southeast,Kentucky,Men'S Athletic Footwear,33,77,2541,Online
Foot Locker,2021-02-12,Midwest,South Dakota,Women'S Apparel,32,80,2560,Online
West Gear,2021-02-17,Midwest,Indiana,Women'S Street Footwear,27,75,2025,Online
Kohl'S,2021-11-20,South,Oklahoma,Men'S Apparel,71,77,5467,Online
West Gear,2021-04-17,Northeast,West Virginia,Men'S Athletic Footwear,28,75,2100,Online
Kohl'S,2021-05-12,Midwest,Kansas,Men'S Athletic Footwear,39,77,3003,Online
West Gear,2021-11-06,Midwest,Iowa,Men'S Athletic Footwear,32,72,2304,Online
West Gear,2021-09-18,Northeast,West Virginia,Women'S Apparel,36,75,2700,Online
Foot Locker,2021-09-13,Midwest,South Dakota,Men'S Athletic Footwear,39,80,3120,Online
Foot Locker,2021-06-06,Midwest,Iowa,Men'S Athletic Footwear,28,77,2156,Online
West Gear,2021-11-06,Midwest,Iowa,Women'S Apparel,59,72,4248,Online
West Gear,2021-06-22,Northeast,Maryland,Men'S Athletic Footwear,41,75,3075,Online
West Gear,2021-10-17,Northeast,West Virginia,Men'S Athletic Footwear,32,80,2560,Online
Foot Locker,2021-09-07,Midwest,Iowa,Men'S Athletic Footwear,27,77,2079,Online
Foot Locker,2021-06-15,Northeast,Delaware,Women'S Athletic Footwear,41,75,3075,Online
Foot Locker,2021-06-15,Northeast,Delaware,Men'S Apparel,50,75,3750,Online
West Gear,2021-05-18,Northeast,West Virginia,Women'S Street Footwear,32,77,2464,Online
Sports Direct,2021-11-07,Northeast,New Jersey,Men'S Athletic Footwear,46,80,3680,Online
Kohl'S,2021-05-06,Northeast,New Jersey,Women'S Street Footwear,38,75,2850,Online
West Gear,2021-07-16,Northeast,West Virginia,Women'S Athletic Footwear,48,77,3696,Online
Kohl'S,2021-08-07,Northeast,New Jersey,Women'S Street Footwear,37,75,2775,Online
Foot Locker,2021-11-17,Northeast,West Virginia,Women'S Street Footwear,32,77,2464,Online
Sports Direct,2021-09-03,Northeast,Connecticut,Men'S Athletic Footwear,47,75,3525,Online
Kohl'S,2021-01-10,Northeast,Delaware,Men'S Athletic Footwear,33,77,2541,Online
Foot Locker,2021-08-07,Northeast,Rhode Island,Women'S Street Footwear,38,75,2850,Online
Sports Direct,2021-06-05,Northeast,Connecticut,Women'S Athletic Footwear,42,80,3360,Online
Sports Direct,2021-11-07,Northeast,Rhode Island,Women'S Apparel,60,77,4620,Online
Sports Direct,2021-07-03,Northeast,Connecticut,Women'S Athletic Footwear,42,80,3360,Online
Sports Direct,2021-02-15,Northeast,Massachusetts,Women'S Apparel,38,75,2850,Online
Sports Direct,2021-07-13,Northeast,Massachusetts,Women'S Street Footwear,41,77,3157,Online
Amazon,2021-12-13,Northeast,Massachusetts,Women'S Athletic Footwear,52,75,3900,Online
Amazon,2021-03-10,Northeast,Vermont,Women'S Street Footwear,34,77,2618,Online
Foot Locker,2021-11-04,Northeast,Connecticut,Women'S Street Footwear,51,80,4080,Online
Amazon,2021-05-10,Northeast,Vermont,Women'S Street Footwear,49,75,3675,Online
West Gear,2021-09-25,West,Oregon,Men'S Apparel,48,77,3696,Outlet
Amazon,2021-10-12,Northeast,Vermont,Men'S Athletic Footwear,54,75,4050,Online
Amazon,2021-11-11,Northeast,Vermont,Women'S Athletic Footwear,55,75,4125,Online
West Gear,2021-05-18,South,Louisiana,Men'S Apparel,32,77,2464,Outlet
Amazon,2021-02-19,Northeast,Vermont,Men'S Athletic Footwear,45,75,3375,Online
Walmart,2021-04-20,South,Arkansas,Women'S Athletic Footwear,13,77,1001,Outlet
Amazon,2021-03-17,Northeast,New Hampshire,Women'S Street Footwear,38,75,2850,Online
Foot Locker,2021-02-08,Northeast,Rhode Island,Women'S Apparel,27,77,2079,Outlet
Amazon,2021-03-17,Northeast,New Hampshire,Women'S Apparel,45,75,3375,Online
Sports Direct,2021-12-06,Northeast,Rhode Island,Women'S Athletic Footwear,34,77,2618,Outlet
Amazon,2021-09-17,Northeast,New Hampshire,Women'S Street Footwear,52,75,3900,Online
Sports Direct,2021-07-13,Northeast,Massachusetts,Women'S Athletic Footwear,34,77,2618,Outlet
Foot Locker,2021-12-26,Northeast,Pennsylvania,Women'S Apparel,53,75,3975,Outlet
Sports Direct,2021-09-13,Northeast,Massachusetts,Women'S Apparel,41,77,3157,Outlet
West Gear,2021-03-10,West,Utah,Women'S Athletic Footwear,20,75,1500,Outlet
Foot Locker,2021-06-15,Midwest,Illinois,Women'S Athletic Footwear,45,75,3375,Outlet
West Gear,2021-04-11,West,Utah,Women'S Athletic Footwear,14,75,1050,Outlet
Foot Locker,2021-06-21,Midwest,Illinois,Women'S Athletic Footwear,45,75,3375,Outlet
West Gear,2021-03-23,West,Oregon,Women'S Athletic Footwear,39,75,2925,Outlet
West Gear,2021-03-09,Midwest,Indiana,Women'S Street Footwear,14,72,1008,Online
Foot Locker,2021-10-25,South,Texas,Women'S Athletic Footwear,40,75,3000,Outlet
West Gear,2021-02-17,South,Louisiana,Women'S Athletic Footwear,33,75,2475,Outlet
West Gear,2021-04-10,Midwest,Indiana,Women'S Apparel,47,72,3384,Online
Foot Locker,2021-11-07,Northeast,Pennsylvania,Men'S Apparel,60,75,4500,Outlet
West Gear,2021-08-17,Northeast,West Virginia,Women'S Athletic Footwear,36,72,2592,Online
Foot Locker,2021-11-12,Northeast,Pennsylvania,Women'S Athletic Footwear,45,75,3375,Outlet
Sports Direct,2021-01-13,West,New Mexico,Men'S Apparel,35,75,2625,Outlet
Sports Direct,2021-07-20,Northeast,Maryland,Men'S Athletic Footwear,42,72,3024,Online
Foot Locker,2021-11-13,Northeast,Pennsylvania,Men'S Apparel,60,75,4500,Outlet
Walmart,2021-04-20,South,Arkansas,Men'S Apparel,31,75,2325,Outlet
Foot Locker,2020-10-26,Midwest,Minnesota,Women'S Athletic Footwear,30,75,2250,In-Store
Kohl'S,2021-02-14,South,Oklahoma,Men'S Athletic Footwear,17,75,1275,Outlet
Foot Locker,2021-12-20,Northeast,Maryland,Women'S Apparel,61,72,4392,Online
Foot Locker,2020-11-02,Midwest,Minnesota,Men'S Apparel,50,75,3750,In-Store
Sports Direct,2021-03-03,Northeast,Connecticut,Women'S Street Footwear,23,75,1725,Outlet
Foot Locker,2021-03-13,Northeast,Delaware,Women'S Apparel,39,72,2808,Online
Foot Locker,2020-11-14,Midwest,Minnesota,Men'S Apparel,55,75,4125,In-Store
Sports Direct,2021-01-17,Northeast,Rhode Island,Women'S Street Footwear,22,75,1650,Outlet
Kohl'S,2021-11-14,Northeast,Delaware,Men'S Apparel,60,72,4320,Online
Foot Locker,2020-12-13,Midwest,Minnesota,Women'S Athletic Footwear,35,75,2625,Outlet
Sports Direct,2021-02-15,Northeast,Massachusetts,Women'S Athletic Footwear,27,75,2025,Outlet
Kohl'S,2021-01-10,Northeast,Delaware,Women'S Street Footwear,24,72,1728,Online
Foot Locker,2020-12-14,Midwest,Minnesota,Men'S Apparel,45,75,3375,Outlet
Sports Direct,2021-06-15,Northeast,Massachusetts,Women'S Street Footwear,36,75,2700,Outlet
Kohl'S,2021-09-06,Northeast,New Jersey,Men'S Athletic Footwear,41,72,2952,Online
West Gear,2020-01-11,West,Nevada,Women'S Athletic Footwear,44,74,3256,Online
Sports Direct,2021-10-05,Northeast,Connecticut,Men'S Athletic Footwear,52,72,3744,Online
West Gear,2020-04-05,West,Colorado,Women'S Athletic Footwear,56,74,4144,Online
Foot Locker,2021-11-04,Northeast,Connecticut,Women'S Athletic Footwear,50,80,4000,Online
Amazon,2021-05-10,Northeast,Vermont,Men'S Apparel,55,72,3960,Online
Sports Direct,2021-08-23,South,Alabama,Men'S Apparel,23,74,1702,Online
Amazon,2021-11-14,Northeast,Massachusetts,Women'S Athletic Footwear,51,80,4080,Online
Foot Locker,2021-05-24,South,Tennessee,Women'S Athletic Footwear,30,75,2250,Outlet
Amazon,2021-08-18,Northeast,New Hampshire,Women'S Athletic Footwear,51,72,3672,Online
Amazon,2021-12-17,Northeast,Maine,Men'S Athletic Footwear,53,74,3922,Online
Foot Locker,2021-10-24,South,Texas,Women'S Street Footwear,28,72,2016,Outlet
Sports Direct,2021-02-17,Southeast,Florida,Women'S Athletic Footwear,45,74,3330,Online
Amazon,2021-03-10,Northeast,Vermont,Women'S Apparel,41,80,3280,Online
Foot Locker,2021-11-29,Northeast,Pennsylvania,Women'S Street Footwear,43,72,3096,Outlet
Walmart,2021-09-18,Southeast,Florida,Men'S Apparel,64,74,4736,Online
Amazon,2021-05-10,Northeast,Vermont,Men'S Athletic Footwear,54,80,4320,Online
Foot Locker,2021-06-23,West,Arizona,Men'S Apparel,43,72,3096,Outlet
West Gear,2021-04-11,West,Utah,Men'S Apparel,33,74,2442,Online
Amazon,2021-11-11,Northeast,Vermont,Men'S Apparel,67,80,5360,Online
Sports Direct,2021-08-04,Northeast,Connecticut,Women'S Athletic Footwear,32,72,2304,Outlet
West Gear,2021-04-17,South,Louisiana,Women'S Athletic Footwear,39,74,2886,Online
Foot Locker,2021-01-10,Northeast,Connecticut,Women'S Street Footwear,19,72,1368,Outlet
Kohl'S,2021-02-26,West,New Mexico,Women'S Athletic Footwear,43,74,3182,Online
Amazon,2021-05-17,Northeast,New Hampshire,Women'S Athletic Footwear,52,80,4160,Online
Foot Locker,2021-01-10,Northeast,Connecticut,Women'S Apparel,26,72,1872,Outlet
Amazon,2021-09-23,Southeast,Kentucky,Women'S Apparel,49,74,3626,Online
West Gear,2020-01-06,West,Nevada,Men'S Apparel,37,80,2960,Outlet
Sports Direct,2021-06-15,Northeast,Massachusetts,Women'S Athletic Footwear,34,72,2448,Outlet
Foot Locker,2021-12-21,Southeast,Kentucky,Women'S Street Footwear,51,74,3774,Online
Foot Locker,2021-08-24,Southeast,Virginia,Women'S Apparel,55,80,4400,Outlet
Foot Locker,2021-06-09,Midwest,Nebraska,Men'S Athletic Footwear,35,75,2625,Outlet
Amazon,2021-02-12,Northeast,Massachusetts,Men'S Athletic Footwear,33,72,2376,Outlet
Kohl'S,2021-11-20,South,Oklahoma,Women'S Street Footwear,23,74,1702,Online
Amazon,2021-08-11,Northeast,Vermont,Men'S Apparel,43,72,3096,Outlet
Foot Locker,2021-06-10,Midwest,Nebraska,Women'S Street Footwear,25,75,1875,Outlet
Sports Direct,2021-01-09,Midwest,South Dakota,Men'S Athletic Footwear,32,74,2368,Online
Amazon,2021-09-10,Northeast,Vermont,Women'S Street Footwear,40,72,2880,Outlet
Foot Locker,2021-07-11,Midwest,Nebraska,Women'S Athletic Footwear,20,75,1500,Outlet
West Gear,2021-09-18,South,Louisiana,Women'S Athletic Footwear,34,80,2720,Outlet
Sports Direct,2021-01-09,Midwest,South Dakota,Women'S Street Footwear,25,74,1850,Online
Foot Locker,2021-11-22,Northeast,Pennsylvania,Men'S Athletic Footwear,59,70,4130,Online
Foot Locker,2021-07-12,Midwest,Nebraska,Men'S Apparel,30,75,2250,Outlet
Sports Direct,2021-02-13,Southeast,Georgia,Women'S Athletic Footwear,30,80,2400,Outlet
West Gear,2021-03-09,Midwest,Indiana,Women'S Apparel,24,74,1776,Online
West Gear,2020-01-06,West,Nevada,Men'S Apparel,47,70,3290,Online
West Gear,2021-09-11,Midwest,Indiana,Men'S Athletic Footwear,29,74,2146,Online
Amazon,2021-12-28,Northeast,Maine,Men'S Athletic Footwear,46,70,3220,Online
West Gear,2021-06-17,Northeast,West Virginia,Men'S Apparel,41,74,3034,Online
West Gear,2021-05-19,South,Oklahoma,Men'S Apparel,33,80,2640,Outlet
Walmart,2021-10-10,West,Hawaii,Men'S Apparel,63,70,4410,Online
Amazon,2021-10-21,Northeast,Maine,Women'S Athletic Footwear,35,75,2625,Outlet
Sports Direct,2021-02-15,Northeast,Massachusetts,Women'S Apparel,30,80,2400,Outlet
Foot Locker,2021-09-25,Southeast,Virginia,Women'S Apparel,42,70,2940,Online
Amazon,2021-11-02,Northeast,Maine,Women'S Athletic Footwear,35,75,2625,Outlet
Sports Direct,2021-07-13,Northeast,Massachusetts,Men'S Apparel,41,80,3280,Outlet
Foot Locker,2021-05-13,Northeast,Delaware,Men'S Apparel,50,74,3700,Online
Foot Locker,2021-02-18,Midwest,Missouri,Women'S Athletic Footwear,24,70,1680,Online
Amazon,2021-03-10,Northeast,Vermont,Men'S Athletic Footwear,36,80,2880,Outlet
Amazon,2021-11-03,Northeast,Maine,Men'S Apparel,50,75,3750,Outlet
Kohl'S,2021-02-08,Northeast,New Jersey,Women'S Apparel,32,74,2368,Online
Foot Locker,2021-05-19,Midwest,Missouri,Men'S Apparel,44,70,3080,Online
Foot Locker,2021-03-11,Midwest,South Dakota,Women'S Athletic Footwear,35,75,2625,Online
Kohl'S,2021-07-06,Northeast,New Jersey,Men'S Apparel,48,74,3552,Online
West Gear,2021-04-11,West,Utah,Women'S Athletic Footwear,18,70,1260,Online
Foot Locker,2021-04-12,Midwest,South Dakota,Women'S Athletic Footwear,35,75,2625,Online
Amazon,2021-04-18,Northeast,New Hampshire,Women'S Street Footwear,26,80,2080,Outlet
Sports Direct,2021-05-03,Northeast,Connecticut,Women'S Street Footwear,43,74,3182,Online
Foot Locker,2021-02-04,West,Idaho,Men'S Apparel,39,70,2730,Online
Amazon,2021-08-18,Northeast,New Hampshire,Men'S Apparel,45,80,3600,Outlet
Sports Direct,2021-06-05,Northeast,Connecticut,Men'S Apparel,53,74,3922,Online
Walmart,2021-02-21,South,Arkansas,Women'S Athletic Footwear,18,70,1260,Online
Foot Locker,2021-10-05,Northeast,Connecticut,Women'S Apparel,63,74,4662,Online
Foot Locker,2021-11-13,Midwest,Kansas,Men'S Apparel,68,70,4760,Online
Sports Direct,2021-12-06,Northeast,Rhode Island,Women'S Street Footwear,47,74,3478,Online
Foot Locker,2021-06-12,Midwest,South Dakota,Men'S Athletic Footwear,39,70,2730,Online
Foot Locker,2021-12-05,Northeast,Pennsylvania,Women'S Street Footwear,38,79,3002,Outlet
Amazon,2021-02-12,Northeast,Massachusetts,Women'S Street Footwear,33,74,2442,Online
Foot Locker,2021-12-14,Northeast,Pennsylvania,Women'S Apparel,48,79,3792,Outlet
Foot Locker,2021-11-02,Northeast,Pennsylvania,Women'S Apparel,30,74,2220,Outlet
Foot Locker,2021-12-29,Northeast,Pennsylvania,Women'S Street Footwear,44,79,3476,Outlet
Foot Locker,2021-12-20,Northeast,Pennsylvania,Women'S Apparel,42,74,3108,Outlet
West Gear,2021-04-20,South,Oklahoma,Men'S Athletic Footwear,18,79,1422,Outlet
Foot Locker,2021-05-23,South,Tennessee,Women'S Street Footwear,19,74,1406,Outlet
Foot Locker,2021-01-10,Northeast,Connecticut,Men'S Athletic Footwear,28,79,2212,Outlet
Foot Locker,2021-09-25,Southeast,Virginia,Men'S Apparel,39,74,2886,Outlet
Foot Locker,2021-09-06,Northeast,Rhode Island,Men'S Athletic Footwear,30,79,2370,Outlet
West Gear,2020-05-29,West,Colorado,Women'S Athletic Footwear,49,78,3822,Online
Kohl'S,2021-01-18,Midwest,Montana,Women'S Athletic Footwear,36,78,2808,Online
Sports Direct,2021-10-12,Midwest,South Dakota,Women'S Apparel,55,70,3850,Online
Sports Direct,2021-05-14,Southeast,Georgia,Men'S Apparel,39,74,2886,Outlet
Sports Direct,2021-09-28,South,Alabama,Men'S Apparel,29,78,2262,Online
Foot Locker,2021-01-06,Midwest,North Dakota,Men'S Athletic Footwear,29,70,2030,Online
