Retailer,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Total Sales,Sales Method
Foot Locker,20-01-2021,Southeast,Kentucky,Men'S Athletic Footwear,29,14,406,Online
Foot Locker,18-02-2021,Southeast,Kentucky,Men'S Athletic Footwear,27,11,297,Online
Foot Locker,21-12-2021,Southeast,Kentucky,Men'S Athletic Footwear,52,10,520,Online
Foot Locker,06-04-2021,Southeast,South Carolina,Men'S Athletic Footwear,35,68,2380,Online
Foot Locker,05-03-2021,Southeast,South Carolina,Men'S Athletic Footwear,35,70,2450,Online
Foot Locker,06-11-2021,Southeast,South Carolina,Men'S Athletic Footwear,45,75,3375,Online
Foot Locker,07-10-2021,Southeast,South Carolina,Men'S Athletic Footwear,45,80,3600,Online
Foot Locker,05-05-2021,Southeast,South Carolina,Men'S Athletic Footwear,50,75,3750,Online
Foot Locker,07-06-2021,Southeast,South Carolina,Men'S Athletic Footwear,50,80,4000,Online
Foot Locker,05-09-2021,Southeast,South Carolina,Men'S Athletic Footwear,50,83,4150,Online
Foot Locker,05-12-2021,Southeast,South Carolina,Men'S Athletic Footwear,60,88,5280,Online
Foot Locker,05-07-2021,Southeast,South Carolina,Men'S Athletic Footwear,60,90,5400,Online
Foot Locker,06-08-2021,Southeast,South Carolina,Men'S Athletic Footwear,60,90,5400,Online
Foot Locker,06-11-2021,Southeast,South Carolina,Men'S Athletic Footwear,44,19,836,Online
Foot Locker,05-05-2021,Southeast,South Carolina,Men'S Athletic Footwear,45,19,855,Online
Foot Locker,07-06-2021,Southeast,South Carolina,Men'S Athletic Footwear,49,20,980,Online
Foot Locker,05-12-2021,Southeast,South Carolina,Men'S Athletic Footwear,58,22,1276,Online
Foot Locker,06-04-2021,Southeast,South Carolina,Men'S Athletic Footwear,34,18,612,Online
Foot Locker,05-09-2021,Southeast,South Carolina,Men'S Athletic Footwear,48,22,1056,Online
Foot Locker,05-03-2021,Southeast,South Carolina,Men'S Athletic Footwear,32,21,672,Online
Foot Locker,06-08-2021,Southeast,South Carolina,Men'S Athletic Footwear,54,24,1296,Online
Foot Locker,05-07-2021,Southeast,South Carolina,Men'S Athletic Footwear,58,27,1566,Online
Foot Locker,07-10-2021,Southeast,South Carolina,Men'S Athletic Footwear,42,21,882,Online
Foot Locker,17-10-2020,Southeast,Florida,Men'S Street Footwear,33,13,429,Online
Foot Locker,23-09-2020,Southeast,Florida,Men'S Street Footwear,53,28,1484,Online
Foot Locker,12-08-2020,Southeast,Florida,Men'S Street Footwear,43,32,1376,Online
Foot Locker,24-04-2020,Southeast,Florida,Men'S Street Footwear,42,26,1092,Online
Foot Locker,18-08-2020,Southeast,Florida,Men'S Street Footwear,41,27,1107,Online
Foot Locker,09-01-2021,Southeast,Georgia,Men'S Street Footwear,40,103,4120,Online
Foot Locker,07-02-2021,Southeast,Georgia,Men'S Street Footwear,40,108,4320,Online
Foot Locker,09-01-2021,Southeast,Georgia,Men'S Street Footwear,39,26,1014,Online
Foot Locker,07-02-2021,Southeast,Georgia,Men'S Street Footwear,38,31,1178,Online
Foot Locker,20-01-2021,Southeast,Kentucky,Men'S Street Footwear,30,73,2190,Online
Foot Locker,18-02-2021,Southeast,Kentucky,Men'S Street Footwear,30,78,2340,Online
Foot Locker,21-12-2021,Southeast,Kentucky,Men'S Street Footwear,65,53,3445,Online
Foot Locker,18-02-2021,Southeast,Kentucky,Men'S Street Footwear,28,23,644,Online
Foot Locker,20-01-2021,Southeast,Kentucky,Men'S Street Footwear,29,19,551,Online
Foot Locker,21-12-2021,Southeast,Kentucky,Men'S Street Footwear,59,16,944,Online
Foot Locker,06-04-2021,Southeast,South Carolina,Men'S Street Footwear,35,98,3430,Online
Foot Locker,05-03-2021,Southeast,South Carolina,Men'S Street Footwear,35,102,3570,Online
Foot Locker,05-05-2021,Southeast,South Carolina,Men'S Street Footwear,50,105,5250,Online
Foot Locker,07-06-2021,Southeast,South Carolina,Men'S Street Footwear,55,105,5775,Online
Foot Locker,06-11-2021,Southeast,South Carolina,Men'S Street Footwear,55,93,5115,Online
Foot Locker,07-10-2021,Southeast,South Carolina,Men'S Street Footwear,55,98,5390,Online
Foot Locker,05-09-2021,Southeast,South Carolina,Men'S Street Footwear,55,103,5665,Online
Foot Locker,06-08-2021,Southeast,South Carolina,Men'S Street Footwear,65,113,7345,Online
Foot Locker,05-07-2021,Southeast,South Carolina,Men'S Street Footwear,65,115,7475,Online
Foot Locker,05-12-2021,Southeast,South Carolina,Men'S Street Footwear,70,108,7560,Online
Foot Locker,05-05-2021,Southeast,South Carolina,Men'S Street Footwear,48,28,1344,Online
Foot Locker,07-06-2021,Southeast,South Carolina,Men'S Street Footwear,51,27,1377,Online
Foot Locker,06-04-2021,Southeast,South Carolina,Men'S Street Footwear,33,28,924,Online
Foot Locker,06-11-2021,Southeast,South Carolina,Men'S Street Footwear,50,28,1400,Online
Foot Locker,06-08-2021,Southeast,South Carolina,Men'S Street Footwear,62,33,2046,Online
Foot Locker,05-03-2021,Southeast,South Carolina,Men'S Street Footwear,33,27,891,Online
Foot Locker,05-09-2021,Southeast,South Carolina,Men'S Street Footwear,51,29,1479,Online
Foot Locker,05-07-2021,Southeast,South Carolina,Men'S Street Footwear,63,31,1953,Online
Foot Locker,07-10-2021,Southeast,South Carolina,Men'S Street Footwear,50,24,1200,Online
Foot Locker,05-12-2021,Southeast,South Carolina,Men'S Street Footwear,67,29,1943,Online
Foot Locker,22-09-2020,Southeast,Florida,Women'S Apparel,56,28,1568,Online
Foot Locker,11-08-2020,Southeast,Florida,Women'S Apparel,41,25,1025,Online
Foot Locker,24-05-2020,Southeast,Florida,Women'S Apparel,64,22,1408,Online
Foot Locker,23-08-2020,Southeast,Florida,Women'S Apparel,42,23,966,Online
Foot Locker,17-08-2020,Southeast,Florida,Women'S Apparel,41,22,902,Online
Foot Locker,09-01-2021,Southeast,Georgia,Women'S Apparel,40,83,3320,Online
Foot Locker,09-01-2021,Southeast,Georgia,Women'S Apparel,37,24,888,Online
Foot Locker,21-12-2021,Southeast,Kentucky,Women'S Apparel,65,33,2145,Online
Foot Locker,22-11-2021,Southeast,Kentucky,Women'S Apparel,70,28,1960,Online
Foot Locker,20-01-2021,Southeast,Kentucky,Women'S Apparel,30,53,1590,Online
Foot Locker,21-12-2021,Southeast,Kentucky,Women'S Apparel,64,10,640,Online
Foot Locker,22-11-2021,Southeast,Kentucky,Women'S Apparel,66,8,528,Online
Foot Locker,20-01-2021,Southeast,Kentucky,Women'S Apparel,29,16,464,Online
Foot Locker,05-03-2021,Southeast,South Carolina,Women'S Apparel,35,73,2555,Online
Foot Locker,07-02-2021,Southeast,South Carolina,Women'S Apparel,35,80,2800,Online
Foot Locker,06-04-2021,Southeast,South Carolina,Women'S Apparel,40,78,3120,Online
Foot Locker,05-09-2021,Southeast,South Carolina,Women'S Apparel,55,80,4400,Online
Foot Locker,07-10-2021,Southeast,South Carolina,Women'S Apparel,60,78,4680,Online
Foot Locker,05-05-2021,Southeast,South Carolina,Women'S Apparel,60,80,4800,Online
Foot Locker,06-08-2021,Southeast,South Carolina,Women'S Apparel,60,93,5580,Online
Foot Locker,07-06-2021,Southeast,South Carolina,Women'S Apparel,70,93,6510,Online
Foot Locker,05-07-2021,Southeast,South Carolina,Women'S Apparel,70,98,6860,Online
Foot Locker,06-11-2021,Southeast,South Carolina,Women'S Apparel,75,83,6225,Online
Foot Locker,05-09-2021,Southeast,South Carolina,Women'S Apparel,52,23,1196,Online
Foot Locker,05-05-2021,Southeast,South Carolina,Women'S Apparel,59,20,1180,Online
Foot Locker,06-08-2021,Southeast,South Carolina,Women'S Apparel,58,28,1624,Online
Foot Locker,05-03-2021,Southeast,South Carolina,Women'S Apparel,32,19,608,Online
Foot Locker,06-04-2021,Southeast,South Carolina,Women'S Apparel,39,21,819,Online
Foot Locker,06-11-2021,Southeast,South Carolina,Women'S Apparel,74,21,1554,Online
Foot Locker,07-06-2021,Southeast,South Carolina,Women'S Apparel,65,25,1625,Online
Foot Locker,07-02-2021,Southeast,South Carolina,Women'S Apparel,34,22,748,Online
Foot Locker,07-10-2021,Southeast,South Carolina,Women'S Apparel,56,23,1288,Online
Foot Locker,05-07-2021,Southeast,South Carolina,Women'S Apparel,66,24,1584,Online
Foot Locker,21-08-2020,Southeast,Florida,Women'S Athletic Footwear,36,18,648,Online
Foot Locker,20-09-2020,Southeast,Florida,Women'S Athletic Footwear,44,23,1012,Online
Foot Locker,20-10-2020,Southeast,Florida,Women'S Athletic Footwear,29,3,87,Online
Foot Locker,09-01-2021,Southeast,Georgia,Women'S Athletic Footwear,35,68,2380,Online
Foot Locker,09-01-2021,Southeast,Georgia,Women'S Athletic Footwear,34,20,680,Online
Foot Locker,20-01-2021,Southeast,Kentucky,Women'S Athletic Footwear,25,38,950,Online
Foot Locker,21-12-2021,Southeast,Kentucky,Women'S Athletic Footwear,50,23,1150,Online
Foot Locker,22-11-2021,Southeast,Kentucky,Women'S Athletic Footwear,55,20,1100,Online
Foot Locker,22-11-2021,Southeast,Kentucky,Women'S Athletic Footwear,52,5,260,Online
Foot Locker,20-01-2021,Southeast,Kentucky,Women'S Athletic Footwear,23,10,230,Online
Foot Locker,21-12-2021,Southeast,Kentucky,Women'S Athletic Footwear,49,7,343,Online
Foot Locker,05-03-2021,Southeast,South Carolina,Women'S Athletic Footwear,30,58,1740,Online
Foot Locker,06-04-2021,Southeast,South Carolina,Women'S Athletic Footwear,30,60,1800,Online
Foot Locker,07-02-2021,Southeast,South Carolina,Women'S Athletic Footwear,35,63,2205,Online
Foot Locker,05-09-2021,Southeast,South Carolina,Women'S Athletic Footwear,40,70,2800,Online
Foot Locker,05-05-2021,Southeast,South Carolina,Women'S Athletic Footwear,45,68,3060,Online
Foot Locker,06-08-2021,Southeast,South Carolina,Women'S Athletic Footwear,45,78,3510,Online
Foot Locker,07-10-2021,Southeast,South Carolina,Women'S Athletic Footwear,45,65,2925,Online
Foot Locker,07-06-2021,Southeast,South Carolina,Women'S Athletic Footwear,50,75,3750,Online
Foot Locker,05-07-2021,Southeast,South Carolina,Women'S Athletic Footwear,55,78,4290,Online
Foot Locker,06-11-2021,Southeast,South Carolina,Women'S Athletic Footwear,55,75,4125,Online
Foot Locker,05-09-2021,Southeast,South Carolina,Women'S Athletic Footwear,39,21,819,Online
Foot Locker,07-10-2021,Southeast,South Carolina,Women'S Athletic Footwear,41,18,738,Online
Foot Locker,06-08-2021,Southeast,South Carolina,Women'S Athletic Footwear,44,23,1012,Online
Foot Locker,05-03-2021,Southeast,South Carolina,Women'S Athletic Footwear,27,14,378,Online
Foot Locker,05-05-2021,Southeast,South Carolina,Women'S Athletic Footwear,43,18,774,Online
Foot Locker,05-07-2021,Southeast,South Carolina,Women'S Athletic Footwear,52,20,1040,Online
Foot Locker,06-11-2021,Southeast,South Carolina,Women'S Athletic Footwear,53,23,1219,Online
Foot Locker,06-04-2021,Southeast,South Carolina,Women'S Athletic Footwear,27,18,486,Online
Foot Locker,07-02-2021,Southeast,South Carolina,Women'S Athletic Footwear,33,17,561,Online
Foot Locker,07-06-2021,Southeast,South Carolina,Women'S Athletic Footwear,47,22,1034,Online
Foot Locker,20-08-2020,Southeast,Florida,Women'S Street Footwear,32,22,704,Online
Foot Locker,14-08-2020,Southeast,Florida,Women'S Street Footwear,32,24,768,Online
Foot Locker,19-10-2020,Southeast,Florida,Women'S Street Footwear,24,6,144,Online
Foot Locker,07-02-2021,Southeast,Georgia,Women'S Street Footwear,30,78,2340,Online
Foot Locker,09-01-2021,Southeast,Georgia,Women'S Street Footwear,30,83,2490,Online
Foot Locker,07-02-2021,Southeast,Georgia,Women'S Street Footwear,29,22,638,Online
Foot Locker,09-01-2021,Southeast,Georgia,Women'S Street Footwear,29,25,725,Online
Foot Locker,18-02-2021,Southeast,Kentucky,Women'S Street Footwear,20,48,960,Online
Foot Locker,20-01-2021,Southeast,Kentucky,Women'S Street Footwear,20,53,1060,Online
Foot Locker,21-12-2021,Southeast,Kentucky,Women'S Street Footwear,55,28,1540,Online
Foot Locker,18-02-2021,Southeast,Kentucky,Women'S Street Footwear,18,12,216,Online
Foot Locker,20-01-2021,Southeast,Kentucky,Women'S Street Footwear,18,16,288,Online
Foot Locker,21-12-2021,Southeast,Kentucky,Women'S Street Footwear,51,7,357,Online
Foot Locker,06-04-2021,Southeast,South Carolina,Women'S Street Footwear,25,68,1700,Online
Foot Locker,05-03-2021,Southeast,South Carolina,Women'S Street Footwear,25,73,1825,Online
Foot Locker,05-09-2021,Southeast,South Carolina,Women'S Street Footwear,40,73,2920,Online
Foot Locker,05-05-2021,Southeast,South Carolina,Women'S Street Footwear,45,73,3285,Online
Foot Locker,07-10-2021,Southeast,South Carolina,Women'S Street Footwear,45,68,3060,Online
Foot Locker,06-11-2021,Southeast,South Carolina,Women'S Street Footwear,45,70,3150,Online
Foot Locker,07-06-2021,Southeast,South Carolina,Women'S Street Footwear,50,78,3900,Online
Foot Locker,05-07-2021,Southeast,South Carolina,Women'S Street Footwear,55,83,4565,Online
Foot Locker,06-08-2021,Southeast,South Carolina,Women'S Street Footwear,55,83,4565,Online
Foot Locker,06-11-2021,Southeast,South Carolina,Women'S Street Footwear,43,20,860,Online
Foot Locker,07-06-2021,Southeast,South Carolina,Women'S Street Footwear,47,21,987,Online
Foot Locker,05-07-2021,Southeast,South Carolina,Women'S Street Footwear,51,25,1275,Online
Foot Locker,05-05-2021,Southeast,South Carolina,Women'S Street Footwear,41,21,861,Online
Foot Locker,05-03-2021,Southeast,South Carolina,Women'S Street Footwear,24,18,432,Online
Foot Locker,06-04-2021,Southeast,South Carolina,Women'S Street Footwear,24,18,432,Online
Foot Locker,05-09-2021,Southeast,South Carolina,Women'S Street Footwear,38,20,760,Online
Foot Locker,07-10-2021,Southeast,South Carolina,Women'S Street Footwear,41,18,738,Online
Foot Locker,06-08-2021,Southeast,South Carolina,Women'S Street Footwear,50,23,1150,Online
Sports Direct,27-09-2020,Southeast,Florida,Men'S Apparel,50,21,1050,Online
Sports Direct,03-10-2020,Southeast,Florida,Men'S Apparel,57,19,1083,Online
Sports Direct,09-10-2020,Southeast,Florida,Men'S Apparel,64,20,1280,Online
Sports Direct,02-09-2021,Southeast,North Carolina,Men'S Apparel,40,60,2400,Online
Sports Direct,02-03-2021,Southeast,North Carolina,Men'S Apparel,40,53,2120,Online
Sports Direct,03-04-2021,Southeast,North Carolina,Men'S Apparel,45,53,2385,Online
Sports Direct,04-02-2021,Southeast,North Carolina,Men'S Apparel,45,60,2700,Online
Sports Direct,04-10-2021,Southeast,North Carolina,Men'S Apparel,45,55,2475,Online
Sports Direct,02-05-2021,Southeast,North Carolina,Men'S Apparel,50,60,3000,Online
Sports Direct,03-08-2021,Southeast,North Carolina,Men'S Apparel,55,65,3575,Online
Sports Direct,04-06-2021,Southeast,North Carolina,Men'S Apparel,65,65,4225,Online
Sports Direct,02-07-2021,Southeast,North Carolina,Men'S Apparel,65,70,4550,Online
Sports Direct,03-11-2021,Southeast,North Carolina,Men'S Apparel,75,63,4725,Online
Sports Direct,02-03-2021,Southeast,North Carolina,Men'S Apparel,37,16,592,Online
Sports Direct,02-09-2021,Southeast,North Carolina,Men'S Apparel,38,16,608,Online
Sports Direct,04-10-2021,Southeast,North Carolina,Men'S Apparel,42,15,630,Online
Sports Direct,03-08-2021,Southeast,North Carolina,Men'S Apparel,53,18,954,Online
Sports Direct,02-05-2021,Southeast,North Carolina,Men'S Apparel,46,15,690,Online
Sports Direct,02-07-2021,Southeast,North Carolina,Men'S Apparel,59,18,1062,Online
Sports Direct,04-06-2021,Southeast,North Carolina,Men'S Apparel,61,16,976,Online
Sports Direct,03-11-2021,Southeast,North Carolina,Men'S Apparel,72,16,1152,Online
Sports Direct,03-04-2021,Southeast,North Carolina,Men'S Apparel,42,13,546,Online
Sports Direct,04-02-2021,Southeast,North Carolina,Men'S Apparel,44,18,792,Online
Sports Direct,06-01-2021,Southeast,South Carolina,Men'S Apparel,45,63,2835,Online
Sports Direct,05-12-2021,Southeast,South Carolina,Men'S Apparel,70,78,5460,Online
Sports Direct,05-12-2021,Southeast,South Carolina,Men'S Apparel,66,23,1518,Online
Sports Direct,06-01-2021,Southeast,South Carolina,Men'S Apparel,42,16,672,Online
Sports Direct,19-01-2021,Southeast,Virginia,Men'S Apparel,43,12,516,Online
Sports Direct,30-09-2020,Southeast,Florida,Men'S Athletic Footwear,47,22,1034,Online
Sports Direct,24-05-2020,Southeast,Florida,Men'S Athletic Footwear,51,25,1275,Online
Sports Direct,06-10-2020,Southeast,Florida,Men'S Athletic Footwear,49,22,1078,Online
Sports Direct,03-04-2021,Southeast,North Carolina,Men'S Athletic Footwear,30,58,1740,Online
Sports Direct,02-03-2021,Southeast,North Carolina,Men'S Athletic Footwear,30,60,1800,Online
Sports Direct,03-11-2021,Southeast,North Carolina,Men'S Athletic Footwear,35,65,2275,Online
Sports Direct,04-10-2021,Southeast,North Carolina,Men'S Athletic Footwear,35,70,2450,Online
Sports Direct,02-05-2021,Southeast,North Carolina,Men'S Athletic Footwear,45,65,2925,Online
Sports Direct,04-06-2021,Southeast,North Carolina,Men'S Athletic Footwear,45,70,3150,Online
Sports Direct,02-09-2021,Southeast,North Carolina,Men'S Athletic Footwear,50,73,3650,Online
Sports Direct,02-12-2021,Southeast,North Carolina,Men'S Athletic Footwear,60,78,4680,Online
Sports Direct,02-07-2021,Southeast,North Carolina,Men'S Athletic Footwear,60,80,4800,Online
Sports Direct,03-08-2021,Southeast,North Carolina,Men'S Athletic Footwear,60,80,4800,Online
Sports Direct,02-03-2021,Southeast,North Carolina,Men'S Athletic Footwear,29,15,435,Online
Sports Direct,02-12-2021,Southeast,North Carolina,Men'S Athletic Footwear,55,20,1100,Online
Sports Direct,03-08-2021,Southeast,North Carolina,Men'S Athletic Footwear,58,20,1160,Online
Sports Direct,04-10-2021,Southeast,North Carolina,Men'S Athletic Footwear,33,20,660,Online
Sports Direct,02-05-2021,Southeast,North Carolina,Men'S Athletic Footwear,42,18,756,Online
Sports Direct,03-04-2021,Southeast,North Carolina,Men'S Athletic Footwear,28,16,448,Online
Sports Direct,03-11-2021,Southeast,North Carolina,Men'S Athletic Footwear,32,20,640,Online
Sports Direct,04-06-2021,Southeast,North Carolina,Men'S Athletic Footwear,42,18,756,Online
Sports Direct,02-09-2021,Southeast,North Carolina,Men'S Athletic Footwear,49,18,882,Online
Sports Direct,02-07-2021,Southeast,North Carolina,Men'S Athletic Footwear,58,22,1276,Online
Sports Direct,04-02-2021,Southeast,South Carolina,Men'S Athletic Footwear,35,63,2205,Online
Sports Direct,06-01-2021,Southeast,South Carolina,Men'S Athletic Footwear,35,73,2555,Online
Sports Direct,04-02-2021,Southeast,South Carolina,Men'S Athletic Footwear,34,19,646,Online
Sports Direct,06-01-2021,Southeast,South Carolina,Men'S Athletic Footwear,34,18,612,Online
Sports Direct,19-01-2021,Southeast,Virginia,Men'S Athletic Footwear,34,15,510,Online
Sports Direct,17-02-2021,Southeast,Virginia,Men'S Athletic Footwear,33,12,396,Online
Sports Direct,24-05-2020,Southeast,Florida,Men'S Street Footwear,63,32,2016,Online
Sports Direct,05-10-2020,Southeast,Florida,Men'S Street Footwear,56,24,1344,Online
Sports Direct,29-09-2020,Southeast,Florida,Men'S Street Footwear,56,27,1512,Online
Sports Direct,03-04-2021,Southeast,North Carolina,Men'S Street Footwear,30,88,2640,Online
Sports Direct,02-03-2021,Southeast,North Carolina,Men'S Street Footwear,30,92,2760,Online
Sports Direct,02-05-2021,Southeast,North Carolina,Men'S Street Footwear,45,95,4275,Online
Sports Direct,03-11-2021,Southeast,North Carolina,Men'S Street Footwear,45,83,3735,Online
Sports Direct,04-10-2021,Southeast,North Carolina,Men'S Street Footwear,45,88,3960,Online
Sports Direct,04-06-2021,Southeast,North Carolina,Men'S Street Footwear,50,95,4750,Online
Sports Direct,02-09-2021,Southeast,North Carolina,Men'S Street Footwear,55,93,5115,Online
Sports Direct,03-08-2021,Southeast,North Carolina,Men'S Street Footwear,65,103,6695,Online
Sports Direct,02-07-2021,Southeast,North Carolina,Men'S Street Footwear,65,105,6825,Online
Sports Direct,02-12-2021,Southeast,North Carolina,Men'S Street Footwear,70,98,6860,Online
Sports Direct,02-07-2021,Southeast,North Carolina,Men'S Street Footwear,60,29,1740,Online
Sports Direct,02-12-2021,Southeast,North Carolina,Men'S Street Footwear,64,24,1536,Online
Sports Direct,02-09-2021,Southeast,North Carolina,Men'S Street Footwear,53,25,1325,Online
Sports Direct,03-08-2021,Southeast,North Carolina,Men'S Street Footwear,61,31,1891,Online
Sports Direct,03-04-2021,Southeast,North Carolina,Men'S Street Footwear,27,26,702,Online
Sports Direct,02-03-2021,Southeast,North Carolina,Men'S Street Footwear,28,28,784,Online
Sports Direct,04-10-2021,Southeast,North Carolina,Men'S Street Footwear,42,25,1050,Online
Sports Direct,02-05-2021,Southeast,North Carolina,Men'S Street Footwear,41,25,1025,Online
Sports Direct,03-11-2021,Southeast,North Carolina,Men'S Street Footwear,44,22,968,Online
Sports Direct,04-06-2021,Southeast,North Carolina,Men'S Street Footwear,46,24,1104,Online
Sports Direct,06-01-2021,Southeast,South Carolina,Men'S Street Footwear,35,93,3255,Online
Sports Direct,04-02-2021,Southeast,South Carolina,Men'S Street Footwear,35,98,3430,Online
Sports Direct,06-01-2021,Southeast,South Carolina,Men'S Street Footwear,33,23,759,Online
Sports Direct,04-02-2021,Southeast,South Carolina,Men'S Street Footwear,34,26,884,Online
Sports Direct,19-01-2021,Southeast,Virginia,Men'S Street Footwear,34,20,680,Online
Sports Direct,17-02-2021,Southeast,Virginia,Men'S Street Footwear,34,20,680,Online
Sports Direct,10-10-2020,Southeast,Florida,Women'S Apparel,64,21,1344,Online
Sports Direct,28-09-2020,Southeast,Florida,Women'S Apparel,55,22,1210,Online
Sports Direct,04-10-2020,Southeast,Florida,Women'S Apparel,59,22,1298,Online
Sports Direct,02-03-2021,Southeast,North Carolina,Women'S Apparel,30,63,1890,Online
Sports Direct,04-02-2021,Southeast,North Carolina,Women'S Apparel,30,70,2100,Online
Sports Direct,03-04-2021,Southeast,North Carolina,Women'S Apparel,35,68,2380,Online
Sports Direct,02-09-2021,Southeast,North Carolina,Women'S Apparel,45,70,3150,Online
Sports Direct,04-10-2021,Southeast,North Carolina,Women'S Apparel,50,68,3400,Online
Sports Direct,02-05-2021,Southeast,North Carolina,Women'S Apparel,55,70,3850,Online
Sports Direct,03-08-2021,Southeast,North Carolina,Women'S Apparel,60,83,4980,Online
Sports Direct,04-06-2021,Southeast,North Carolina,Women'S Apparel,70,83,5810,Online
Sports Direct,02-07-2021,Southeast,North Carolina,Women'S Apparel,70,88,6160,Online
Sports Direct,03-11-2021,Southeast,North Carolina,Women'S Apparel,75,73,5475,Online
Sports Direct,04-02-2021,Southeast,North Carolina,Women'S Apparel,29,20,580,Online
Sports Direct,04-06-2021,Southeast,North Carolina,Women'S Apparel,67,23,1541,Online
Sports Direct,03-04-2021,Southeast,North Carolina,Women'S Apparel,32,19,608,Online
Sports Direct,02-09-2021,Southeast,North Carolina,Women'S Apparel,41,20,820,Online
Sports Direct,02-03-2021,Southeast,North Carolina,Women'S Apparel,27,17,459,Online
Sports Direct,02-05-2021,Southeast,North Carolina,Women'S Apparel,51,20,1020,Online
Sports Direct,04-10-2021,Southeast,North Carolina,Women'S Apparel,48,18,864,Online
Sports Direct,02-07-2021,Southeast,North Carolina,Women'S Apparel,64,26,1664,Online
Sports Direct,03-08-2021,Southeast,North Carolina,Women'S Apparel,54,23,1242,Online
Sports Direct,03-11-2021,Southeast,North Carolina,Women'S Apparel,72,21,1512,Online
Sports Direct,06-01-2021,Southeast,South Carolina,Women'S Apparel,35,73,2555,Online
Sports Direct,05-12-2021,Southeast,South Carolina,Women'S Apparel,75,88,6600,Online
Sports Direct,05-12-2021,Southeast,South Carolina,Women'S Apparel,68,23,1564,Online
Sports Direct,06-01-2021,Southeast,South Carolina,Women'S Apparel,34,20,680,Online
Sports Direct,19-01-2021,Southeast,Virginia,Women'S Apparel,33,14,462,Online
Sports Direct,26-09-2020,Southeast,Florida,Women'S Athletic Footwear,42,21,882,Online
Sports Direct,24-05-2020,Southeast,Florida,Women'S Athletic Footwear,54,21,1134,Online
Sports Direct,02-10-2020,Southeast,Florida,Women'S Athletic Footwear,45,18,810,Online
Sports Direct,08-10-2020,Southeast,Florida,Women'S Athletic Footwear,49,20,980,Online
Sports Direct,02-03-2021,Southeast,North Carolina,Women'S Athletic Footwear,25,48,1200,Online
Sports Direct,03-04-2021,Southeast,North Carolina,Women'S Athletic Footwear,25,50,1250,Online
Sports Direct,04-02-2021,Southeast,North Carolina,Women'S Athletic Footwear,30,53,1590,Online
Sports Direct,02-09-2021,Southeast,North Carolina,Women'S Athletic Footwear,30,60,1800,Online
Sports Direct,04-10-2021,Southeast,North Carolina,Women'S Athletic Footwear,35,55,1925,Online
Sports Direct,02-05-2021,Southeast,North Carolina,Women'S Athletic Footwear,40,58,2320,Online
Sports Direct,03-08-2021,Southeast,North Carolina,Women'S Athletic Footwear,45,68,3060,Online
Sports Direct,04-06-2021,Southeast,North Carolina,Women'S Athletic Footwear,50,65,3250,Online
Sports Direct,02-07-2021,Southeast,North Carolina,Women'S Athletic Footwear,55,68,3740,Online
Sports Direct,03-11-2021,Southeast,North Carolina,Women'S Athletic Footwear,60,65,3900,Online
Sports Direct,02-09-2021,Southeast,North Carolina,Women'S Athletic Footwear,28,15,420,Online
Sports Direct,04-02-2021,Southeast,North Carolina,Women'S Athletic Footwear,29,14,406,Online
Sports Direct,04-06-2021,Southeast,North Carolina,Women'S Athletic Footwear,49,17,833,Online
Sports Direct,02-07-2021,Southeast,North Carolina,Women'S Athletic Footwear,52,20,1040,Online
Sports Direct,03-11-2021,Southeast,North Carolina,Women'S Athletic Footwear,55,16,880,Online
Sports Direct,03-08-2021,Southeast,North Carolina,Women'S Athletic Footwear,44,18,792,Online
Sports Direct,03-04-2021,Southeast,North Carolina,Women'S Athletic Footwear,24,14,336,Online
Sports Direct,02-03-2021,Southeast,North Carolina,Women'S Athletic Footwear,25,12,300,Online
Sports Direct,04-10-2021,Southeast,North Carolina,Women'S Athletic Footwear,34,16,544,Online
Sports Direct,02-05-2021,Southeast,North Carolina,Women'S Athletic Footwear,38,15,570,Online
Sports Direct,05-12-2021,Southeast,South Carolina,Women'S Athletic Footwear,60,78,4680,Online
Sports Direct,06-01-2021,Southeast,South Carolina,Women'S Athletic Footwear,30,58,1740,Online
Sports Direct,05-12-2021,Southeast,South Carolina,Women'S Athletic Footwear,59,19,1121,Online
Sports Direct,06-01-2021,Southeast,South Carolina,Women'S Athletic Footwear,29,17,493,Online
Sports Direct,19-01-2021,Southeast,Virginia,Women'S Athletic Footwear,29,12,348,Online
Sports Direct,25-09-2020,Southeast,Florida,Women'S Street Footwear,41,23,943,Online
Sports Direct,07-10-2020,Southeast,Florida,Women'S Street Footwear,46,22,1012,Online
Sports Direct,24-05-2020,Southeast,Florida,Women'S Street Footwear,52,25,1300,Online
Sports Direct,01-10-2020,Southeast,Florida,Women'S Street Footwear,47,20,940,Online
Sports Direct,03-04-2021,Southeast,North Carolina,Women'S Street Footwear,20,58,1160,Online
Sports Direct,02-03-2021,Southeast,North Carolina,Women'S Street Footwear,20,63,1260,Online
Sports Direct,02-09-2021,Southeast,North Carolina,Women'S Street Footwear,30,63,1890,Online
Sports Direct,04-10-2021,Southeast,North Carolina,Women'S Street Footwear,35,58,2030,Online
Sports Direct,02-05-2021,Southeast,North Carolina,Women'S Street Footwear,40,63,2520,Online
Sports Direct,03-11-2021,Southeast,North Carolina,Women'S Street Footwear,40,60,2400,Online
